label,tweet,label_id
2012_Sandy_Hurricane,#sandy strikes again @ McCarren Park Track http://t.co/3wKhOJsl,1

2012_Sandy_Hurricane,While everyone is worrying about their houses in Barnegat my brother is on the island during this whole thing,1

random,@Yankeeswidow you too this is bad,7

2012_Sandy_Hurricane,@ChekaDatBITCH with what power it's about to go out,1

random,@Oprah u inspire me a lot,7

random,Whut that made no sense nick,7

random,Yes got my dr. Pepper (:,7

2012_Sandy_Hurricane,So I had this brilliant idea that I could watch some TV on my laptop! Then I realized... Shit. No Internet.  #fail,1

random,To unjailbreak and update to ios 6 or to stay jailbroken? That is the question... #decisionsdecisions #ios6ornot,7

random,!! @Cathleenxo_: #honesthour I wanna be with my boo,7

random,She callin me daddy n I ain't got no daughter,7

random,A blunt after White Castle amazingg,7

random,I'm upset and sad at the same time. I have never been more mind fucked then i am right now.,7

2012_Sandy_Hurricane,All curled up in bed! #warm #cozy #hurricanesandy @ home http://t.co/FYHUUobb,1

random,@justblazed1: @IxVEExI I know you ain't talkin about being soft!... . Dam skippy benfincista!,7

random,"so shine bright, tonight you and i, we're beautiful like diamonds in the skyyyy.",7

random,He more than jus a friend to me,7

random,"Friends, it's ok. I have reinforcement. (@ Riverwalk Bar &amp; Grill w/ 4 others) [pic]: http://t.co/KthuVf7e",7

2012_Sandy_Hurricane,Ugh. Not good already #hurricane #sandy #KEYPORT (@ Keyport Waterfront) [pic]: http://t.co/mkf3TyZj,1

random,#Top10FavoriteSongs uxx OMG #StudyingForTheSAT : thanks Jesus I found that http://t.co/WnrDGRJo,7

2012_Sandy_Hurricane,It's a frenzy out there - lines even to get M&amp;Ms. #Sandy And #Starbucks closed early so no coffee either!,1

random,"This is one of the reasons I hate working in a different state, no one ever knows what's going on",7

random,I don't feel good at all #sick,7

random,"Defused.casted away as life's last drop hands from the strings of my heart ,they tare for its to pure for me to handle",7

random,I keep checking my phone,7

2012_Sandy_Hurricane,"Throat hurts, body aches and no cable/Internet #miserable #sandy",1

2012_Sandy_Hurricane,@julietmueller @darrahlaing no fucking way..island heights is about to be an island once again,1

2012_Sandy_Hurricane,"Hey, New Yorkers! Here's how Romney is helping us out. Every three blocks gets to share a can of beans. http://t.co/pJpyRSOt",1

2012_Sandy_Hurricane,@JonathanRKnight I Live in queens didn't get it that bad but around the block and the next two blocks got hit hard,1

2012_Sandy_Hurricane,relief hath been provided for displaced victims of manhattan. @ lady hoop's lounge http://t.co/IYjWM40U,1

random,Discussing 50 shades with Mrs Berardesco,7

random,What if today is the last day,7

2012_Sandy_Hurricane,My dad &amp; mom will be heart broken if the place they first laid their eyes on each other (surfclub) is destroyed.,1

random,@tamarbraxtonherstuck in ny eating every 5 min cause there is NOTHING 2 do. BUT your TWEETS R cracking me up  this is wat I'm doin too lol,7

random,"Niggas dnt give a fuck if a girl has a boyfriend, they still try an talk to em an say.shit like he ain't gotta know we talking shit cray",7

random,@momentoftru @tash_sochill oh I'm good. I'm in BK with AT&amp;T. To people I know are flipped.,7

random,I love having something to look forward to on Sundays. #TheWalkingDead,7

random,@PurpleAlamode: Shoutout to @Mingasim for letting me crash and charging up all my gagdets no prob bob!!,7

random,"@adamfairholm waiting on a cab. In one now. I'm gonna shut up, look sharp and get back to the hotel ASAP.",7

2012_Sandy_Hurricane,@MarissaSmilesX0 whydont u come to Frankies we got power,1

random,My feet are fucking killing me from last night lol,7

2012_Sandy_Hurricane,There goes the atlantic city pier http://t.co/R8IfhxLG,1

random,@shadeylady38 @misspiggybm @brooke @jackiechristie what the hell did laura have on at Jackie's wedding??,7

random,I'm 21... Time to go to bed. #fuckyousandy,7

random,@LeliSecret_ nah its weeveeee indont fucks with that real shit i buy my generic shit weeveee,7

random,You know how they say people today have ADD because of technology? I'm starting to realize that technology/ADD might be what keeps me sane.,7

2012_Sandy_Hurricane,Time to stock up on tacos and chili before the storm! With @alainabrowne @ambienttraffic &amp; @angrywayne. [pic]: http://t.co/fQBbkn0D,1

2012_Sandy_Hurricane,@angelafritz so do they ever make you go out in a storm to report on how shitty the storm is? I've always wondered how that happens,1

random,Turn to the ring ceremony and hear @Hit_Boy instrumentals as the soundtrack. That's epic,7

random,Why is dat da saint recovered too fumbles bt cnt score of any of dem,7

random,@JPaulGrant Heading out now.   Thanks again for selling me that car last week,7

random,Boarding shortly for a flight to Tokyo. I'll be seeing my wife and 11 months baby for the first time in 3 weeks! http://t.co/P4KydusC,7

2012_Sandy_Hurricane,My tree about to fall da fukkk... Sandy http://t.co/QJOdiFmf,1

random,Riza making shadows on the wall. @ Bradley Beach http://t.co/aLfBZiPj,7

2012_Sandy_Hurricane,Very eerie red glow on the distance. Transformers blowing up all around us. http://t.co/OIwVAXrU,1

random,"weeeeee 6,000th tweet coming up! who wants?",7

random,Made a sexy ass freekick goal,7

random,@republicofchadd @escott94 well Eric and I hate you so there's that,7

random,Don't talk to me on twitter if you not gonna speak when you see me in person.,7

random,No Lake House for me. http://t.co/pcpc5Nua,7

random,@s_mehalick: @Travis_Martin06 you're sucking up.. No no no never that lol,7

random,If you got a snap chat of me naked don't feel special so did everyone else #datass,7

random,Finally a fucking TD from Dallas,7

random,@nicole_linder ill hit a woman in public,7

random,The whole lifetime of Adam was 930 years! :-) early people in the bible lived 100yrs old and more :-B,7

random,#GottaAceMySATexam .. OMG We really wish we students had found that before http://t.co/DvCRarnC you better get it now Matt Lehman jgn,7

2012_Sandy_Hurricane,Parts of brooklyn and manhattan are flooding and there are many power outages. I'm still good though.,1

random,@lanosmind lol I hope she doesnt stay long enough for us to have a conversation,7

random,@ireneannakim We don't have school text me!,7

random,"I'm at The Ridge Diner (Park Ridge, NJ) w/ 3 others http://t.co/GcdKm6K1",7

2012_Sandy_Hurricane,@Maxgschneider aren't you still in Canada? Just in case you're not be safe &lt;3,1

random,@JoshMalina so how public do you wanna get exactly?!?,7

2012_Sandy_Hurricane,So this is just a taste of #sandy at the Jersey Shore http://t.co/Mjv1NHVr,1

random,Sleepover with my boyfriend yaaaay.,7

2012_Sandy_Hurricane,@Tim_Shopp in all seriousness can you come home why didn't u evacuate to my house plzsleepover,1

random,"I'm at Wyckoff Fire Department #2 (Wyckoff, NJ) http://t.co/qIZVRoxK",7

random,"@Common_Minds I'm so dead , I thought it was like a hoax or something but it's his actual page ..",7

random,@MSovak I just drove past both of your houses and did not see your car at either one.,7

random,Aint no man allowed in your bedroom,7

random,@MsDecember1207: #ToMyFutureHusband hurry up &amp; come into my life !!!! Let's make babies !JAVIARA,7

random,Giant fans just watching this game crumble,7

random,My dogs understand more then #siri,7

2012_Sandy_Hurricane,Fwd NY&amp;NJ 115pm Park ave Shul and sitt Shul and By 530pm no lights all pray in deal shul has generator Be careful Dougies open 7325170300,1

random,@ChrisA9 yes! I work at BofA for a technology group that supports NY Interest rate derivatives options trading desk. Youuuuu?,7

random,@CADBII what part of Brooklyn you in Chrissy? I'm at my sister's Brownsville/Ocean Hill.,7

random,Gonna post a couple of pics I got of heffrondrive @HeffronDrive from last night......Is that cool @ Batcave. http://t.co/0vCgmUpA,7

2012_Sandy_Hurricane,"Sandy Update: I ate eggs and pork roll at 11am, at least 6 hours after I lost power. My tummy hurts a little now.",1

2012_Sandy_Hurricane,The beach is pretty much deserted at this point. No more surfers. #sandy  @ Far Rockaway Beach http://t.co/L6CWIdra,1

2012_Sandy_Hurricane,#frankenstorm #hurricanesandy is really messing up my skateboarding schedule.,1

random,The love is in the air....,7

random,Why are we hungry mm let me think cuz we got a fast metabolism and you got a slow one that's why your fat,7

random,Brian Hartlime look like he should be on some Tennis shit #YouWhiteAfBoi #SorryNotSorry,7

random,Seen one of my favorite childhood books in the store @ Walmart http://t.co/EaTRtCZF,7

2012_Sandy_Hurricane,@juliiaarose: Look we are under water too !! http://t.co/pNGhErlp your an ass hahaha,1

random,@VanteAlexander: lol not missing anything. oh okay.............Dick,7

random,Walking Dead is on tonight! #winning,7

random,@NataliaQuique back at ya!  Be careful out there.,7

random,RA just saw me walk of shaming in a bra and underwear. Yup.,7

random,Love on the Poseidon Picture set!!! http://t.co/CinjdP3N,7

random,@ms_nat22 Lmfao!! You're crazy lol ..we can't have a sleep over w/o @LaDy_Druu !! Haha,7

random,@Greg_Lenzi44 I hate you more with every breath you take,7

random,My happiness is at an all time high right now... I love when things turn around (:,7

random,"@JuliaG_Horan @r_ichelley ru done? That was so yesterday, get on with your life. You are now dismissed",7

random,How he still won't ask mi #Fuckit #yupppp :/,7

2012_Sandy_Hurricane,Be prepared for storm dont take it lite charge phones and laptops,1

2012_Sandy_Hurricane,Never leaving New York (or so it seems). #Sandy,1

2012_Sandy_Hurricane,@justinkase92 it's that you don't know how hard it's gonna be if we lost power at my job,1

random,@Oh_Anji lol not from your avatar.,7

random,So uhm Sandy...girl where you at?,7

2012_Sandy_Hurricane,I cannot stand how animated Bloomberg's interpreter is #sandy,1

random,I guess that's a sign I should give up #igetit,7

random,"http://t.co/judcdmKD provides Discount Codes, Discount Coupons, Free Shipping Codes and Promotional Codes for... http://t.co/ttOL6RoV",7

2012_Sandy_Hurricane,Waiting for high tide to end (@ Frankenstorm Apocalypse - Hurricane Sandy w/ 2946 others) http://t.co/NDEI3KAB,1

2012_Sandy_Hurricane,Is it too late to get a pedicure with @nicolebuonge #ThingsToThinkAboutDuringSandy,1

random,@lizfroio me too come over,7

2012_Sandy_Hurricane,@the_kid_Rozay @speciallll_kayy I just drove to get Chinese food brah 4 wheel drive ain't shit to Sandy,1

random,@LoBosworth not in Hells Kitchen we all have out power thankfully!,7

2012_Sandy_Hurricane,In case of a power outage... #sandy  @ Biff's Place - 500 Washington http://t.co/rudQP71t,1

random,"This to all my hatin hoes, seein me get guap right now #SucksToSuckNigga",7

random,I don't think that shark is on #LBI . I think the guy who took it said it was further south.,7

random,My head is like so cold it burns when I touch it.,7

2012_Sandy_Hurricane,Wind damage. (at @apollotheater) [pic]  http://t.co/9x3HWbSQ,1

2012_Sandy_Hurricane,"Smt, I want to go back to school or work or SOMETHING. Damn, cabin fever is too real. -_________-",1

random,"@RobeAndSlippers ha! Hey btw, u going to @sebastianbach gig next month at bbkings?",7

random,@kahlil__: Ctfu u mad as shit! RT @IamChinyere: @ayanadanielle @kahlil__ the fact that he's so hype is funnier than the text not at all,7

random,If u wanna talk shit about me that's a bad idea bc I will come back at u 67x times harder and make u cry,7

random,@carly_cyr ill be in ur room in 10.... Want to talk to someone :-/,7

random,@simplyy_niquee I just for the rest of my shit out either,7

2012_Sandy_Hurricane,Watching hurricane sandy from the 12s floor of co op city boulevard,1

random,THE DETRIOT TIGERS SHOULD BE MORE EMBARRASED THAN THE YANKEES THEY GOT SWEPT IN THE WORLD SERIES,7

random,Can't believe I'm about to get on the subway right now... sooo pissed off,7

2012_Sandy_Hurricane,"I'm at Frankenstorm Apocalypse - Hurricane Sandy (New York, NY) w/ 2910 others http://t.co/SSU62Lq4",1

random,Listened to the whole kendrick album definitely more than 5 times today.,7

random,@ZacSponring @HeyImMarty I'll kayak and do the same.  I need to buy a kayak first.,7

2012_Sandy_Hurricane,@DavidG528 this damn hurricane is what happened,1

random,"@AP R&amp;B singer Natina Reed, who appeared in Bring It On, hit by car and killed at age 32: http://t.co/PjxecNd6 -CC  -- very sad story",7

random,@MrGottaGetReady I meant snow bunnies but it just so happens ur next tweet was about snow lol,7

2012_Sandy_Hurricane,Fuck the powers about to go outttttt,1

random,"Just got out the shower , cooling for now  , no edit !! http://t.co/R1Yd7jLq",7

random,Mmm today means food and video games and being a lazy ass bitch \m/ #trill,7

random,line for dunkin is out the door,7

random,I wish I had someone to cuddle with right now ):,7

random,"@StayTrueTo_You Kmsl , true ! At least I knw I do .",7

random,@LttleGel how can you say that,7

2012_Sandy_Hurricane,To those that are helping the patients in #NYU. You are amazing. #Sandy,1

random,I be so deep in my thoughts I be zoned out,7

random,@_Vnes OMG I said the exact same thing lmfao,7

random,Why is Kylie even at this dish it out thing,7

random,Do I Have School Tm? I Don't Even Know,7

random,Literally just rearranged my whole room all by myself hahaha... My dad is impressed,7

random,@natalieshufane @julz_quatrone wah i wish  im so bored ):,7

random,@theyluvdakid_B I don't think I have a choice,7

random,Money does grow on trees but there's a process in making it worth something.,7

random,@_GanjaGoblin: Cuffing aint safe out here yu got some real ratchet hoes !!!!!!! AMEN!!!,7

random,Always wanted to see this. This is the restaurant where Gotti ordered the hit on gang @ Sparks Steak House http://t.co/dywWwQEh,7

random,@Hazel3ye_beauty: That EX your family always asks about &lt;&lt;&lt;,7
